Report_Date,Location,Vegetation_Details,Land_Size(Acres),Season,Species,Stage,Soil_Type,Distribution,GPS_Coordinates
2021-03-21,Nakuru District,Pasture and Grasslands,406.68177329204707,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Unknown,Alluvial Soil,Unknown,"(Decimal('31.921266'), Decimal('-140.157050'))"
2021-12-31,Pokot Central District,Staple Crops,71.51909431391562,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Loose Sandy Soil,Paddock Only,"(Decimal('-32.520875'), Decimal('127.751333'))"
2021-03-22,Rongo District,Staple Crops,414.93949463899594,Short Rains/Wet Season(April-June),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Alluvial Soil,Entire Area,"(Decimal('16.6821615'), Decimal('-75.010862'))"
2024-03-09,Kinango District,Pasture and Grasslands,890.9212192601198,Dry/Hot Season(January-March),Unknown,Fledglings(Young Adults),Loam Soil,Entire Area,"(Decimal('-5.601954'), Decimal('-38.703651'))"
2021-04-15,Kwale District,Pasture and Grasslands,995.253221610044,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Unknown,Entire Field,"(Decimal('20.5597415'), Decimal('14.042954'))"
2022-12-08,Mombasa District,Vegetable Crops,682.2881974217767,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Eggs(Breeding Ground),Loam Soil,Entire Field,"(Decimal('71.264376'), Decimal('72.318020'))"
2023-08-02,Yatta District,Fruit Orchards,585.4146402143299,Dry/Cold Season(July-August),Desert Locusts(Schistocerca gregaria),Unknown,Loam Soil,Unknown,"(Decimal('11.038997'), Decimal('20.763299'))"
2021-11-09,Mombasa District,Vegetable Crops,282.26259848300356,Wet Season/Short Rains(November-December),Unknown,Adults,Peat Soil,Paddock Only,"(Decimal('-59.0279405'), Decimal('-93.343656'))"
2022-02-03,Loima District,Vegetable Crops,717.9386308037424,Dry/Hot Season(January-March),Migratory locust (Locusta migratoria),Adults,Loose Sandy Soil,Paddock Only,"(Decimal('35.0505045'), Decimal('-67.222518'))"
2022-06-01,South Gucha District,Pasture and Grasslands,623.0279601431815,Wet Season/Long Rains(April-June),Unknown,Adults,Clay Soil,Entire Area,"(Decimal('-1.801357'), Decimal('152.714600'))"
2022-11-26,Kajiado North District,Pasture and Grasslands,818.3578000168973,Dry/Warm Season(September-October),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Loose Sandy Soil,Entire Field,"(Decimal('66.6429615'), Decimal('5.770636'))"
2021-09-28,Marani District,Staple Crops,920.763509008431,Dry/Cold Season(July-August),Unknown,Eggs(Breeding Ground),Unknown,Paddock Only,"(Decimal('0.558538'), Decimal('-77.018241'))"
2021-02-08,Turkana East District,Pasture and Grasslands,719.664177554556,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Peat Soil,Entire Field,"(Decimal('-25.3729515'), Decimal('95.093063'))"
2022-05-12,Fafi District,Pasture and Grasslands,574.5573326105045,Wet Season/Short Rains(November-December),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Alluvial Soil,Entire Field,"(Decimal('10.293853'), Decimal('-75.198725'))"
2021-10-19,Meru Central District,Fruit Orchards,213.82909243629436,Wet Season/Short Rains(November-December),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Alluvial Soil,Entire Field,"(Decimal('-82.0755595'), Decimal('-138.605046'))"
2020-09-24,Baringo North District,Fruit Orchards,431.96474442912177,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Fledglings(Young Adults),Clay Soil,Unknown,"(Decimal('-6.640758'), Decimal('-41.769426'))"
2023-04-29,Nandi Central District,Vegetable Crops,95.36751577576675,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Clay Soil,Unknown,"(Decimal('-18.397813'), Decimal('-38.445773'))"
2022-07-25,Kirinyaga South District,Pasture and Grasslands,381.86094237256304,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('-19.198896'), Decimal('-86.640742'))"
2023-05-11,Mogotio District,Pasture and Grasslands,646.3457940078076,Wet Season/Short Rains(November-December),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Clay Soil,Paddock Only,"(Decimal('9.295480'), Decimal('6.499306'))"
2020-05-02,North Pokot District,Fruit Orchards,326.5970287113815,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Laterite Soil,Unknown,"(Decimal('67.4239915'), Decimal('-9.168396'))"
2024-05-21,Mutomo District,Unknown,689.3709329869034,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Unknown,Laterite Soil,Entire Field,"(Decimal('29.3796825'), Decimal('92.103149'))"
2023-08-10,Nyeri Central District,Pasture and Grasslands,329.340219739934,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Adults,Peat Soil,Entire Area,"(Decimal('-56.054580'), Decimal('-113.502447'))"
2020-02-27,Siaya District,Staple Crops,152.32165498940438,Wet Season/Long Rains(April-June),Spur Throated Locusts,Eggs(Breeding Ground),Loam Soil,Entire Field,"(Decimal('-76.6025245'), Decimal('144.879908'))"
2021-02-25,Kitui Central District,Pasture and Grasslands,871.1151636476775,Dry/Hot Season(January-March),Unknown,Hoppers/Nymph(Breeding Ground),Laterite Soil,Entire Area,"(Decimal('-29.319022'), Decimal('37.934343'))"
2021-12-31,Pokot Central District,Vegetable Crops,195.28526336476688,Dry/Hot Season(January-March),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Alluvial Soil,Paddock Only,"(Decimal('-85.5205695'), Decimal('-107.546786'))"
2023-04-17,Nandi South District,Fruit Orchards,248.36419256841307,Dry/Cold Season(July-August),Grasshoppers,Unknown,Unknown,Unknown,"(Decimal('2.542601'), Decimal('141.990335'))"
2022-12-07,Nyamira North District,Fruit Orchards,84.27452819239569,Dry/Cold Season(July-August),Grasshoppers,Adults,Loam Soil,Entire Area,"(Decimal('-66.5255095'), Decimal('-87.698143'))"
2020-09-19,North Pokot District,Pasture and Grasslands,797.3290449505786,Short Rains/Wet Season(April-June),Grasshoppers,Unknown,Unknown,Unknown,"(Decimal('-52.350301'), Decimal('97.470263'))"
2021-12-09,Turkana East District,Fruit Orchards,925.4180726108906,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Unknown,Laterite Soil,Paddock Only,"(Decimal('-15.4601485'), Decimal('135.860456'))"
2022-10-26,Wajir East District,Fruit Orchards,244.34327229012368,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Peat Soil,Paddock Only,"(Decimal('51.8929295'), Decimal('86.578260'))"
2022-11-05,Garissa District,Staple Crops,780.6697677756783,Short Rains/Wet Season(April-June),Unknown,Hoppers/Nymph(Breeding Ground),Loam Soil,Unknown,"(Decimal('35.9315515'), Decimal('26.218959'))"
2020-11-25,Samia District,Unknown,3.7010802000731555,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Hoppers/Nymph(Breeding Ground),Loam Soil,Entire Area,"(Decimal('-10.3547215'), Decimal('47.771994'))"
2024-04-28,Kyuso District,Fruit Orchards,380.0264651424964,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Laterite Soil,Unknown,"(Decimal('15.1821485'), Decimal('118.121289'))"
2022-03-25,North Masaba District,Pasture and Grasslands,693.3805644074569,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Unknown,Loam Soil,Paddock Only,"(Decimal('87.663876'), Decimal('-171.283586'))"
2021-08-18,Nyandarua West District,Pasture and Grasslands,812.8449491835781,Short Rains/Wet Season(April-June),Unknown,Fledglings(Young Adults),Loam Soil,Paddock Only,"(Decimal('28.305660'), Decimal('8.849620'))"
2020-05-07,Mandera East District,Unknown,965.5664225853933,Dry/Hot Season(January-March),Spur Throated Locusts,Fledglings(Young Adults),Clay Soil,Entire Area,"(Decimal('-70.8262385'), Decimal('-92.144192'))"
2021-01-08,Kakamega North District,Pasture and Grasslands,294.6831240988748,Wet Season/Short Rains(November-December),Spur Throated Locusts,Fledglings(Young Adults),Alluvial Soil,Paddock Only,"(Decimal('-83.0944905'), Decimal('-54.116872'))"
2022-06-01,Siaya District,Staple Crops,225.35226835716216,Wet Season/Long Rains(April-June),Spur Throated Locusts,Fledglings(Young Adults),Loose Sandy Soil,Entire Area,"(Decimal('-22.883411'), Decimal('158.656001'))"
2020-11-21,Nakuru North District,Vegetable Crops,758.5662723646275,Dry/Cold Season(July-August),Grasshoppers,Unknown,Unknown,Paddock Only,"(Decimal('-23.052361'), Decimal('-64.598944'))"
2021-10-05,Tinderet District,Vegetable Crops,421.4489782160683,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Unknown,Laterite Soil,Unknown,"(Decimal('89.767601'), Decimal('129.409135'))"
2020-08-20,Nairobi West District,Unknown,824.5746723007165,Short Rains/Wet Season(April-June),Spur Throated Locusts,Adults,Loam Soil,Entire Area,"(Decimal('71.012624'), Decimal('-163.635480'))"
2024-06-08,Machakos District,Pasture and Grasslands,730.0229914930794,Dry/Hot Season(January-March),Desert Locusts(Schistocerca gregaria),Fledglings(Young Adults),Alluvial Soil,Entire Field,"(Decimal('15.305885'), Decimal('-55.926087'))"
2023-01-09,Koibatek District,Unknown,928.2492485437652,Dry/Hot Season(January-March),Migratory locust (Locusta migratoria),Eggs(Breeding Ground),Loose Sandy Soil,Unknown,"(Decimal('-86.3111825'), Decimal('-62.703268'))"
2022-06-12,Nandi Central District,Staple Crops,369.1069925569141,Wet Season/Short Rains(November-December),Grasshoppers,Adults,Alluvial Soil,Entire Area,"(Decimal('-89.4126145'), Decimal('86.693152'))"
2020-05-13,Kathonzweni District,Staple Crops,559.8687190078003,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Unknown,Unknown,"(Decimal('21.670397'), Decimal('-116.180380'))"
2023-10-16,North Masaba District,Unknown,269.59790757168895,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Unknown,Clay Soil,Unknown,"(Decimal('-27.417093'), Decimal('80.644072'))"
2023-11-22,Wajir South District,Fruit Orchards,383.2153393197,Wet Season/Short Rains(November-December),Spur Throated Locusts,Fledglings(Young Adults),Unknown,Paddock Only,"(Decimal('36.026712'), Decimal('-65.964502'))"
2021-03-18,Wajir West District,Staple Crops,550.4000227976666,Dry/Warm Season(September-October),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Laterite Soil,Entire Field,"(Decimal('-56.2754305'), Decimal('17.074755'))"
2023-02-10,Sotik District,Staple Crops,729.1805163009496,Wet Season/Short Rains(November-December),Grasshoppers,Eggs(Breeding Ground),Loam Soil,Paddock Only,"(Decimal('-15.823162'), Decimal('-22.369943'))"
2020-07-16,Kakamega East District,Fruit Orchards,733.9547499368447,Wet Season/Long Rains(April-June),Unknown,Fledglings(Young Adults),Unknown,Unknown,"(Decimal('2.976867'), Decimal('76.158166'))"
2021-09-29,Gatanga District,Unknown,25.155544568516195,Wet Season/Long Rains(April-June),Grasshoppers,Fledglings(Young Adults),Unknown,Unknown,"(Decimal('19.091551'), Decimal('-170.683652'))"
2020-07-18,Masaba District,Staple Crops,114.74943814630004,Wet Season/Long Rains(April-June),Grasshoppers,Hoppers/Nymph(Breeding Ground),Clay Soil,Entire Field,"(Decimal('42.5454235'), Decimal('160.313346'))"
2021-11-11,Yatta District,Pasture and Grasslands,586.9159942210691,Wet Season/Long Rains(April-June),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Clay Soil,Entire Field,"(Decimal('-50.638633'), Decimal('-0.791943'))"
2020-12-23,Nyando District,Unknown,541.1845678911627,Wet Season/Short Rains(November-December),Tree locust (Anacridium sp.),Hoppers/Nymph(Breeding Ground),Peat Soil,Entire Field,"(Decimal('-18.159198'), Decimal('-148.210514'))"
2023-09-14,Nairobi West District,Pasture and Grasslands,108.77796943223788,Wet Season/Long Rains(April-June),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Alluvial Soil,Entire Area,"(Decimal('27.7811545'), Decimal('-156.401499'))"
2021-12-05,Nyando District,Unknown,424.5552830462915,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Eggs(Breeding Ground),Unknown,Paddock Only,"(Decimal('-73.5825085'), Decimal('152.456642'))"
2020-08-25,Ruiru District,Fruit Orchards,457.5481996207182,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('67.4087715'), Decimal('138.018161'))"
2022-12-24,Ruiru District,Staple Crops,91.02499754769691,Dry/Hot Season(January-March),Unknown,Adults,Peat Soil,Paddock Only,"(Decimal('11.3424655'), Decimal('-33.852970'))"
2020-09-29,Wajir South District,Staple Crops,589.5891199476367,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Adults,Laterite Soil,Entire Field,"(Decimal('-41.193194'), Decimal('-173.902093'))"
2022-09-16,Wareng District,Fruit Orchards,32.61446815684621,Dry/Hot Season(January-March),Tree locust (Anacridium sp.),Adults,Peat Soil,Unknown,"(Decimal('13.2033495'), Decimal('179.206717'))"
2020-03-30,Suba District,Staple Crops,707.4464062303884,Dry/Warm Season(September-October),Red locust (Nomadacris septemfasciata),Adults,Alluvial Soil,Unknown,"(Decimal('36.150105'), Decimal('-7.625053'))"
2023-03-19,Machakos District,Vegetable Crops,606.70649854775,Dry/Warm Season(September-October),Unknown,Unknown,Clay Soil,Paddock Only,"(Decimal('-61.065961'), Decimal('-159.461450'))"
2022-01-11,Turkana South District,Unknown,405.79275256279743,Wet Season/Long Rains(April-June),Red locust (Nomadacris septemfasciata),Unknown,Clay Soil,Entire Area,"(Decimal('-58.926209'), Decimal('84.721961'))"
2020-07-24,Machakos District,Fruit Orchards,310.32330258997973,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Unknown,Peat Soil,Unknown,"(Decimal('-2.7729625'), Decimal('47.151169'))"
2021-04-07,Mirangini District,Fruit Orchards,332.7943014599652,Short Rains/Wet Season(April-June),Desert Locusts(Schistocerca gregaria),Eggs(Breeding Ground),Peat Soil,Unknown,"(Decimal('-28.529117'), Decimal('163.624610'))"
2023-01-09,,Unknown,947.9003432988334,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Unknown,Loose Sandy Soil,Paddock Only,"(Decimal('60.538154'), Decimal('42.117285'))"
2020-07-09,Borabu District,Pasture and Grasslands,451.5755948114859,Dry/Hot Season(January-March),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Alluvial Soil,Entire Field,"(Decimal('18.650663'), Decimal('-4.258530'))"
2023-09-25,Kigumo District,Pasture and Grasslands,687.5344940948114,Dry/Cold Season(July-August),Unknown,Adults,Unknown,Entire Area,"(Decimal('15.796475'), Decimal('126.811302'))"
2023-02-11,Busia District,Pasture and Grasslands,850.5592566419933,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Adults,Unknown,Entire Field,"(Decimal('-32.146800'), Decimal('154.844372'))"
2021-10-29,Kilungu District,Pasture and Grasslands,602.6083345876511,Dry/Cold Season(July-August),Bombay Locust ( Nomadacris succincta),Eggs(Breeding Ground),Laterite Soil,Entire Area,"(Decimal('-79.8044875'), Decimal('-10.720036'))"
2024-03-25,Embu East District,Pasture and Grasslands,66.53278093132182,Wet Season/Short Rains(November-December),Unknown,Eggs(Breeding Ground),Alluvial Soil,Entire Field,"(Decimal('84.9909665'), Decimal('-16.600814'))"
2023-07-30,Rachuonyo North District,Unknown,574.1239571311447,Wet Season/Long Rains(April-June),Grasshoppers,Hoppers/Nymph(Breeding Ground),Unknown,Unknown,"(Decimal('23.2291745'), Decimal('175.532934'))"
2021-04-30,Lugari District,Staple Crops,839.8102024048804,Dry/Warm Season(September-October),Desert Locusts(Schistocerca gregaria),Hoppers/Nymph(Breeding Ground),Laterite Soil,Paddock Only,"(Decimal('49.4019455'), Decimal('-89.614935'))"
2024-02-28,Embu West District,Staple Crops,373.656588760944,Dry/Warm Season(September-October),Spur Throated Locusts,Adults,Laterite Soil,Entire Field,"(Decimal('-70.124235'), Decimal('77.768504'))"
2024-01-06,Nzaui District,Staple Crops,490.8736144870823,Dry/Cold Season(July-August),Migratory locust (Locusta migratoria),Fledglings(Young Adults),Laterite Soil,Entire Area,"(Decimal('70.086431'), Decimal('-8.886429'))"
2020-01-11,Gucha District,Unknown,419.19199420234156,Short Rains/Wet Season(April-June),Bombay Locust ( Nomadacris succincta),Adults,Peat Soil,Entire Area,"(Decimal('19.481541'), Decimal('58.942629'))"
2022-05-30,Marsabit North District,Fruit Orchards,749.8162708759583,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Unknown,Loose Sandy Soil,Entire Field,"(Decimal('-48.7788305'), Decimal('-44.667279'))"
2021-08-14,Nandi South District,Staple Crops,348.6113255627077,Dry/Cold Season(July-August),Red locust (Nomadacris septemfasciata),Fledglings(Young Adults),Laterite Soil,Paddock Only,"(Decimal('-48.1295515'), Decimal('-146.531913'))"
2023-02-15,Kitui Central District,Pasture and Grasslands,932.7401227615829,Wet Season/Long Rains(April-June),Tree locust (Anacridium sp.),Fledglings(Young Adults),Unknown,Entire Area,"(Decimal('33.577180'), Decimal('-49.159815'))"
2022-11-23,Narok North District,Pasture and Grasslands,25.09912184803354,Wet Season/Short Rains(November-December),Unknown,Fledglings(Young Adults),Peat Soil,Unknown,"(Decimal('9.604784'), Decimal('-155.571739'))"
2021-09-03,Bungoma Central District,Unknown,112.90333852330035,Wet Season/Long Rains(April-June),Bombay Locust ( Nomadacris succincta),Adults,Loam Soil,Unknown,"(Decimal('-19.6089835'), Decimal('57.403374'))"
2024-03-15,Nandi South District,Vegetable Crops,198.70738292566517,Dry/Hot Season(January-March),Migratory locust (Locusta migratoria),Unknown,Peat Soil,Unknown,"(Decimal('-73.1544035'), Decimal('133.538705'))"
2023-02-06,Marigat District,Pasture and Grasslands,615.5072107666346,Dry/Warm Season(September-October),Tree locust (Anacridium sp.),Unknown,Loose Sandy Soil,Entire Area,"(Decimal('-38.521617'), Decimal('-156.166773'))"
2022-07-27,Gatundu District,Staple Crops,784.7008156059173,Dry/Cold Season(July-August),Tree locust (Anacridium sp.),Adults,Clay Soil,Unknown,"(Decimal('-12.392899'), Decimal('-148.613058'))"
